Acinar_cell	B_cell	Ductal_cell_type_1	Ductal_cell_type_2	Endocrine_cell	Endothelial_cell	Fibroblast_cell	Macrophage_cell	Stellate_cell	T_cell
1	0.0755731446503168	0.0230656992664548	0.166776598508924	0.116687653654734	0.144670304411265	0.0248046211348964	0.333353320941017	0.0273630349183506	0.0766724630728948	0.0110331594411465
2	0.126326730496312	0.0191688820484119	0.0121729396949769	0.101641048192049	0.0906674129005177	0.0535889184273122	0.258090307621579	0.150792540326611	0.0685602350636631	0.118990985228567
3	0.0640628435507406	0.139998800695597	0.0958044334286114	0.113853964700474	0.164204761238482	0.031381798556837	0.0473925123428411	0.076535609346579	0.254052649463311	0.0127126266765276
4	0.215326497571506	0.0184085866762607	0.0608023025724051	0.0881453498830725	0.0992184845395855	0.0176090823689313	0.201415122623973	0.142771481681358	0.07009654014511	0.0862065519377986
5	0.0578652808315011	0.0668798720767539	0.0414551269238457	0.130641615030981	0.318468918648811	0.0227063761742954	0.193284029582251	0.0280431740955427	0.101858884669198	0.0387967219668199
6	0.0100539676194283	0.0525684589246452	0.298540875474715	0.233459924045573	0.102858285028983	0.0154507295622626	0.131601039376374	0.0561263242054767	0.098740755546672	0.000599640215870478
7	0.0582462171940275	0.0202482560115133	0.0270443142977073	0.310359991205101	0.0904475404265526	0.0717184033260709	0.200763557136861	0.0977033320674009	0.0894481200903476	0.0340202682444182
8	0.140875474715171	0.0562462522486508	0.0274635218868679	0.353787727363582	0.00415750549670198	0.0365980411752948	0.181411153308015	0.0751149310413752	0.0629422346592045	0.0614031581051369
9	0.110593643813712	0.0946432140715571	0.0250849490305817	0.200479712172696	0.114131521087348	0.0100939436338197	0.0977613431940836	0.171876873875675	0.160443733759744	0.0148910653607835
10	0.23830178496472	0.0219472705830618	0.0223270503108197	0.192308461092566	0.114893361850127	0.0207679545863399	0.122688840472526	0.0974434827799876	0.167262987467269	0.0020588058925823
11	0.201639016590046	0.0166500099940036	0.0463721766939836	0.155486707975215	0.143793723765741	0.0102538476913852	0.169778133120128	0.114671197281631	0.1111133320008	0.0302418548870678
12	0.157402410505487	0.0575243349123543	0.0629809518098779	0.245807599288441	0.0177090204073474	0.00357778177529931	0.253602766284903	0.0625012492254802	0.100697567508145	0.0381963182826647
13	0.0657218813088409	0.0353195146814847	0.0701792960083152	0.216714305702692	0.096524016070679	0.128105698694757	0.15469027963781	0.087529233044834	0.143496771872314	0.0017190029782726
14	0.0585448730761543	0.024625224865081	0.0954627223665801	0.147551469118529	0.0452528482910254	0.0404157505496702	0.244273435938437	0.133619828103138	0.107235658604837	0.103018189086548
15	0.0634644599024546	0.0490525305828736	0.106160550091949	0.126669065323419	0.170244662988726	0.0398976573119053	0.285540097545375	0.0643039897657312	0.0866314863676341	0.00803550011993284
16	0.153231125946951	0.00681604669291811	0.0191688820484119	0.260229067141058	0.0308421115752863	0.0352195726478642	0.332766995142817	0.026984349077535	0.085730276439665	0.0490115732874933
17	0.175791009574064	0.014291139493514	0.211748715796206	0.150926425616118	0.0417940876656473	0.000859467130379165	0.142011952589395	0.173032719713777	0.065019687793568	0.0245247946273311
18	0.0392172539926842	0.00489715964740451	0.126406684123209	0.115912770593056	0.0783945311719203	0.0599852085790242	0.27530032581103	0.0786543804593336	0.20056367306962	0.0206680125527194
19	0.0319414739451118	0.000939455116032701	0.0788742529332987	0.182634072238102	0.126746487037518	0.049351376201803	0.2343041036199	0.0758560035179596	0.0627635971136741	0.1565891782766
20	0.260923445932441	0.0150709574255447	0.0437937237657406	0.141954827103738	0.117029782130722	0.0326404157505497	0.278732760343794	0.0274835098940636	0.0464921047371577	0.0358784729162503
21	0.0858667626071836	0.0111330974795627	0.0819891667166357	0.176850352781276	0.101736923107673	0.0189282644760249	0.260418540504887	0.131698347024845	0.111950590633807	0.0194279546681058
22	0.0743339129739562	0.0310607423397494	0.19250064959725	0.17928884091863	0.0263236793188223	0.0122124282944574	0.222362135476005	0.199476324678699	0.0557054626131798	0.00673582378925066
23	0.0666186964082269	0.00463712498251084	0.0522076312686135	0.357218524514801	0.0518878295456817	0.00893446063440667	0.203953548799744	0.0258239891267414	0.152785273130659	0.0759329215886151
24	0.105558775909972	0.0698794699074537	0.0156509224649703	0.114253732834956	0.0315017289971816	0.0037178436506826	0.545723480381379	0.0231065981730596	0.0592256491235084	0.031381798556837
25	0.136755211768703	0.212967959864884	0.0733545201974776	0.160160700365773	0.0350982390917631	0.00103935559952829	0.232295976494573	0.0365373468449561	0.0612220423337531	0.0505686474385881
26	0.0492904257445533	0.0471716969818109	0.0572256646012393	0.18360983409954	0.014671197281631	0.0170297821307216	0.257005796522087	0.13485908454927	0.181071357185689	0.0580651609034579
27	0.140235858484909	0.000179892064761143	0.0818908654807116	0.295442734359384	0.0770537677393564	0.0707975214871077	0.234679192484509	0.0372976214271437	0.030161902858285	0.0322606436138317
28	0.0670197881271237	0.0185888466919848	0.0219268438936638	0.3342594443334	0.164321407155707	0.0534679192484509	0.13763741754947	0.0755746552068759	0.116510093943634	0.0106935838496902
29	0.0418740380963802	0.00151905818392597	0.00663588575083448	0.0875657092602586	0.169574863584578	0.00423737282884612	0.466730627011253	0.0772121284803422	0.136355459615039	0.0082948571885431
30	0.0677020868313744	0.000859518669545055	0.014451906932118	0.215499320380587	0.203186215719197	0.0194091308867034	0.356660270248661	0.0333613176621092	0.0631046613896218	0.0257655712800832
31	0.276725033980971	0.0149716158950987	0.0208283361317662	0.249500279843288	0.09846485967858	0.0249660190293436	0.139681778204206	0.0496322059646598	0.115815143519629	0.00941472775245862
32	0.0944452217713726	0.0552479561854125	0.105458833876352	0.169921445561574	0.0450738571628456	0.0025185392472366	0.255371884307102	0.144556157428691	0.0890483519558656	0.0383577525035479
33	0.0436138317009794	0.124785128922646	0.065300819508295	0.156286228263042	0.0795122926244253	0.0949230461722966	0.212292624425345	0.0954827103737757	0.0918249050569658	0.0359784129522287
34	0.0490505696582051	0.043074155506696	0.119728163102139	0.242334599240456	0.119508295022986	0.0597041774935039	0.176074355386768	0.0501099340395763	0.123925644613232	0.0164901059364381
35	0.161123326004397	0.0223266040375775	0.0820707575454727	0.145752548470917	0.0295822506496102	0.0210073955626624	0.160923445932441	0.0577653407955227	0.291724965020987	0.0277233659804118
36	0.262882270637617	0.00415750549670198	0.0718368978612832	0.234559264441335	0.107395562662403	0.0171696981810913	0.171417149710174	0.029222466520088	0.0984209474315411	0.00293823705776534
37	0.0568870055367887	0.107897419496692	0.0946850826520618	0.205260948649783	0.0397569409742349	0.00735573367446881	0.292870135321514	0.0142517339942833	0.154790221671431	0.0262447780287433
38	0.196286154030662	0.0021587479262028	0.0548481880509305	0.239201263267305	0.0141517919606628	0.013192348437906	0.322832757000939	0.0705590757360731	0.0654220552079794	0.0213476183813388
39	0.21930403150047	0.0139713377705822	0.0661589814315125	0.143291159481122	0.0125322300173892	0.0915032679738562	0.291938997821351	0.0395954508204913	0.114429053986528	0.00727548919669805
40	0.126903857685389	0.0193084149510294	0.202198680791525	0.232380571657006	0.0177093743753748	0.00385768538876674	0.233180091944833	0.129142514491305	0.0131321207275635	0.0221866879872077
41	0.171480541286054	0.0491714805412861	0.0771752383617502	0.230366387495253	0.0192488356753083	0.0349997001738991	0.203741829738752	0.0700793539746947	0.095724479801715	0.0480121529512883
42	0.186787927243654	0.0793923645812512	0.100399760143914	0.131880871477114	0.04685188886668	0.0115930441734959	0.278213072156706	0.0295822506496102	0.0514891065360784	0.0838097141714971
43	0.0474924543764616	0.069139898858662	0.0374582742009634	0.1926682524136	0.0154310499910052	0.0507105878590418	0.351436167023127	0.0671610465929761	0.126346718903036	0.042155549781127
44	0.057324458835522	0.00217864923747277	0.0660990186084627	0.273450460714357	0.0803102076712438	0.115628310447523	0.268893286162579	0.0202474465831185	0.0412744098658832	0.0745937518738382
45	0.172756346192285	0.0252848291025385	0.0266640015990406	0.166640015990406	0.0172896262242654	0.25652608434939	0.155946432140716	0.0341794923046172	0.131301219268439	0.013411952828303
46	0.110331594411465	0.00407747196738022	0.0638004437248906	0.234874377885711	0.0440127121184865	0.00205872359137335	0.361515860166697	0.0689772341148488	0.0862265395454818	0.0241250424736663
47	0.0982829958623998	0.0602250694597134	0.0392372423994083	0.239581042995063	0.0638829478902237	0.0310419956425273	0.291530912070999	0.0447140658418117	0.117092086589778	0.0144116412480761
48	0.107177836854624	0.0326610565871794	0.0520098342961083	0.142397409502489	0.0390373583321673	0.0920865897779288	0.30128525455236	0.0685802234703872	0.139718963001459	0.0250454736252973
49	0.104659297607388	0.0168302384616922	0.00961442363429211	0.32780987027524	0.0586060085150613	0.00831517719722561	0.208479082132363	0.0760558875852006	0.0874692678246617	0.102160746766875
50	0.0554478402526535	0.0130924064042855	0.0648224030062564	0.224689679985608	0.0859701373203542	0.0474524775630135	0.312998460892682	0.0233464590537488	0.160726778468488	0.0114533570529093
51	0.122486508095143	0.0256446132320608	0.0478712772336598	0.160123925644613	0.0827503497901259	0.0963821706975815	0.212072756346192	0.13573855686588	0.115190885468719	0.00173895662602439
52	0.0674581759309228	0.0204872978753173	0.0208070995982491	0.330115328496332	0.0417940876656473	0.0172293178229498	0.18212708120965	0.0948611860646399	0.088864903759669	0.136255521576622
53	0.112794579144096	0.170441144136401	0.0254852185732275	0.262507745507606	0.0468928021747387	0.0147314557556617	0.26662535729277	0.043774610725779	0.0360590857302764	0.0206880009594435
54	0.0327803318009195	0.0174895062962223	0.0503497901259244	0.184969018588847	0.14143513891665	0.00385768538876674	0.300619628223066	0.0783729762142714	0.149190485708575	0.0409354387367579
55	0.0473334932437835	0.0092748061085792	0.0394978811865355	0.219617014471896	0.0159510674022547	0.179519469097306	0.257995522507396	0.00629647397457424	0.223254977212761	0.00125929479491485
56	0.142317455875592	0.0776749485298527	0.0824521777369126	0.184592936097064	0.0468128485478423	0.0028783305682704	0.206680125527194	0.0713786004117612	0.14859381558696	0.0366187611185512
57	0.0860666386840159	0.00769522895804601	0.0668185724850593	0.214786832164058	0.0675181387539725	0.0280026383642142	0.293458056005277	0.120805100837481	0.108112969958626	0.00673582378925066
58	0.137634666506766	0.0916231936199556	0.0714556974675701	0.207711219044193	0.0449321420719154	0.0209869880673982	0.150386760208671	0.0572045331894226	0.147428594271552	0.0706362055525574
59	0.143559606620293	0.000219876868953386	0.081114575837531	0.120592468217798	0.15947069641001	0.0445950267850004	0.233529223634765	0.0154113696330055	0.193251779003758	0.00825537698888622
60	0.235998400959424	0.0626624025584649	0.0288826703977613	0.177993204077553	0.104437337597442	0.0426743953627823	0.0847491505096942	0.0210473715770538	0.205616630021987	0.0359384369378373
61	0.0377765785213168	0.0144110651396134	0.0497491555235754	0.157122583997921	0.0548859706981671	0.0658191921008974	0.251803881593412	0.0222861825668086	0.22134276748416	0.124802622374128
62	0.144290539865284	0.0392756490975595	0.0853470848074194	0.234594551378146	0.0643001339169715	0.0654594151625992	0.182666746617097	0.0435330095340889	0.0740540864663908	0.0664787831544442
63	0.194483310013992	0.00637617429542275	0.0331401159304417	0.348810713571857	0.0668199080551669	0.0662602438536878	0.189826104337398	0.0103337997201679	0.0673595842494503	0.0165900459724166
64	0.0601850926462652	0.0664614523576326	0.0536888604609327	0.185052669451718	0.0569869475704092	0.0399568250414759	0.294009474504787	0.154570349197465	0.0320614043854564	0.0570269243838574
65	0.115668285662889	0.01581019767744	0.0310407547320661	0.101696947892307	0.125522176250725	0.056984669504907	0.231196658071995	0.110511482880614	0.0670384361695749	0.144530391157482
66	0.112032780331801	0.0076953827703378	0.123365980411753	0.26194283429942	0.066560063961623	0.0594843094143514	0.196642014791125	0.0440935438736758	0.0982610433739756	0.0299220467719368
67	0.155126923845693	0.061143314011593	0.119268438936638	0.188087147711373	0.0358984609234459	0.00817509494303418	0.23222066759944	0.0891864881071357	0.0756146312212672	0.0352788327003798
68	0.0547460574443845	0.190521876436609	0.0503687713617557	0.115328496332274	0.065019687793568	0.0583038516120006	0.358417780975795	0.0577641862045532	0.0215666286902121	0.0279626631488477
69	0.134456636885131	0.00205872359137335	0.1924406867742	0.207891107513342	0.103315944114649	0.00861465891147489	0.17261297995243	0.00383762067518139	0.158221902420499	0.0165497391617197
70	0.112672396562063	0.0234059564261443	0.0582650409754148	0.157005796522087	0.143833699780132	0.0286028382970218	0.282650409754148	0.0500099940035978	0.130501698980612	0.0130521686987807
71	0.0616617697027843	0.0485498990625812	0.0234654514201195	0.282684735464012	0.0736943095280926	0.00961403929563671	0.216245927524935	0.0673382502848234	0.195798604864984	0.0209470128520317
72	0.125844493304018	0.136218269038577	0.0360983409954028	0.197101738956626	0.043513891665001	0.0386168299020588	0.19838097141715	0.0331001399160504	0.0914051569058565	0.0997201678992604
73	0.0307621579483899	0.0264446620959843	0.0241060185092646	0.12958484079234	0.0890483519558656	0.0749765136220992	0.277179236043095	0.152731415778848	0.151632053409023	0.0435347498450898
74	0.0286827903258045	0.0206476114331401	0.0753347991205277	0.114031581051369	0.146132320607635	0.0457125724565261	0.180431740955427	0.0859284429342395	0.2111133320008	0.0919848091145313
75	0.171153884591553	0.0396953888589075	0.0906038256281106	0.128960044772241	0.0456117207331454	0.0472906797785373	0.249985009294238	0.0553456856748816	0.168955247746397	0.00239851292198837
76	0.0706176294223466	0.0109734159504297	0.122146711972816	0.13088147111733	0.274975014991005	0.0207075754547272	0.179312412552469	0.116809914051569	0.0461722966220268	0.0274035578652808
77	0.222331047992165	0.0217074097023726	0.140158707949389	0.0852305662715625	0.0260648823682264	0.101521117751704	0.188470687001539	0.0493713646085271	0.147254592336445	0.0178896240180695
78	0.0618628822706376	0.00513691784929043	0.0378572856286228	0.227323605836498	0.204137517489506	0.00299820107935239	0.220727563461923	0.0897461523086148	0.085388766739956	0.0648211073355986
79	0.0254647211672996	0.026384169498301	0.0620227863282031	0.196442134719168	0.0896262242654407	0.158444933040176	0.264201479112533	0.110873475914451	0.0445332800319808	0.0220067959224465
